Role Track Example Name,Assumed Lv,Question Set,Question ID,Question Type
UX/UI Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,8,Specific
UX/UI Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,9,Specific
UX/UI Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,10,Situational​
Lawyer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,1,Behavioral ​
Lawyer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,2,Behavioral ​
Lawyer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,3,Specific
Lawyer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,4,Specific
Lawyer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,5,Situational​
Lawyer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,6,Behavioral ​
Lawyer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,7,Behavioral ​
Lawyer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,8,Specific
Lawyer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,9,Specific
Lawyer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,10,Situational​
